marital_status,course,attend_time,previous_qualification,nationality,mother_qualification,father_qualification,mother_occupation,father_occupation,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,first_semester_credited,first_semester_enrolled,first_semester_grade,second_semester_credited,second_semester_enrolled,second_semester_grade,target,unemployment_rate,inflation_rate
3,12,0,3,2,5,4,4,4,0,0,1,0,1,19,False,3,6,13.14285714,2,6,14.33333333,0,12.4,0.5
3,14,0,4,2,0,0,2,0,0,0,1,0,0,18,False,0,5,13.75,0,5,14.85714286,0,7.6,2.6
3,12,0,4,2,4,1,4,1,0,0,1,0,0,18,False,0,6,12.4,0,6,13.0,0,9.4,-0.8
3,8,0,4,2,5,4,2,2,0,0,1,0,0,18,False,0,6,13.33333333,0,6,12.0,0,11.1,0.6
3,5,0,4,2,5,1,4,4,0,0,0,0,0,28,False,11,11,11.72727273,8,8,12.0,1,15.5,2.8
3,13,0,4,2,4,1,1,4,0,0,1,0,0,19,False,0,6,12.5,0,6,14.0,1,7.6,2.6
3,2,0,4,2,0,4,3,2,0,1,1,0,0,20,False,0,0,0.0,0,0,0.0,1,13.9,-0.3
3,10,0,4,2,4,1,2,4,0,0,1,0,1,19,False,0,7,13.53333333,0,8,13.61428571,0,12.4,0.5
3,4,0,4,2,4,4,2,3,1,0,1,0,1,20,False,0,6,13.16666667,0,6,12.66666667,0,11.1,0.6
3,13,0,4,2,5,4,4,4,0,0,1,0,1,19,False,0,6,13.2,0,6,11.0,0,12.4,0.5
3,5,0,4,2,4,4,4,2,0,0,1,0,1,19,False,0,7,13.42857143,0,7,14.85714286,0,11.1,0.6
3,4,0,4,2,5,4,4,2,0,0,1,0,1,18,False,1,6,12.71428571,0,6,12.625,0,13.9,-0.3
3,7,0,4,2,0,4,3,2,0,0,1,0,0,19,False,0,6,0.0,0,6,0.0,1,15.5,2.8
3,0,0,4,2,4,1,4,1,0,0,1,0,1,19,False,0,6,13.66666667,0,6,13.66666667,0,8.9,1.4
3,8,0,4,2,4,4,2,2,0,1,1,0,0,20,False,0,6,11.0,0,6,13.16666667,0,16.2,0.3
3,7,0,4,2,4,4,2,1,0,0,1,0,0,18,False,0,5,12.0,0,5,12.0,0,7.6,2.6
3,8,0,4,2,5,4,1,4,0,0,1,0,0,18,False,0,6,0.0,0,6,0.0,1,8.9,1.4
3,12,0,4,2,4,1,3,2,0,0,1,0,0,18,False,0,6,11.0,0,6,11.66666667,0,7.6,2.6
3,8,0,4,2,5,4,2,2,0,0,1,0,0,20,False,0,6,12.0,0,6,11.57142857,1,15.5,2.8
3,10,0,4,2,5,4,4,4,0,0,1,0,1,19,False,0,7,13.30857143,0,8,12.55,0,12.4,0.5
3,5,0,4,2,4,1,4,4,0,1,0,0,0,21,False,0,6,13.66666667,0,6,10.66666667,1,15.5,2.8
3,0,0,0,2,4,0,1,4,0,1,0,0,0,20,False,0,6,0.0,0,6,0.0,1,10.8,1.4
3,13,0,4,2,4,1,4,4,0,0,1,0,0,18,False,0,6,12.2,0,6,11.25,0,9.4,-0.8
3,8,0,4,2,4,0,1,2,0,0,1,0,1,20,False,0,6,12.66666667,0,6,12.83333333,0,10.8,1.4
3,10,0,4,2,5,1,2,4,0,0,1,0,1,19,False,0,8,14.07125,0,8,14.07125,0,9.4,-0.8
3,14,0,0,2,5,4,4,4,0,0,1,0,0,22,False,0,5,14.25,0,5,13.2,1,9.4,-0.8
3,7,0,4,2,5,4,4,4,0,0,0,0,0,22,False,0,6,0.0,0,2,0.0,1,9.4,-0.8
3,12,0,4,2,5,4,3,1,0,0,1,0,0,19,False,0,6,13.0,0,6,11.6,0,7.6,2.6
3,2,0,4,2,4,1,4,4,0,0,1,0,0,19,False,0,0,0.0,0,0,0.0,1,10.8,1.4
3,10,0,4,2,0,3,3,3,0,0,1,0,1,20,False,0,8,14.90142857,0,8,14.90142857,1,9.4,-0.8
3,10,0,4,2,4,4,4,4,0,1,1,0,1,18,False,0,7,12.65,0,8,12.44555556,0,15.5,2.8
3,9,1,3,2,5,1,1,4,0,0,0,0,0,22,False,7,12,11.0,5,5,10.6,1,8.9,1.4
3,14,0,4,2,5,1,0,2,0,0,1,0,0,20,False,0,5,12.4,0,5,12.66666667,0,7.6,2.6
3,1,0,3,2,4,1,1,1,0,0,1,0,0,19,False,0,6,12.0,0,6,12.66666667,0,12.4,0.5
3,10,0,4,2,4,4,1,2,0,0,1,0,1,19,False,0,7,12.13571429,0,8,13.32857143,0,12.4,0.5
3,10,0,4,2,5,4,4,2,0,0,1,0,1,19,False,0,7,13.76666667,0,8,14.05142857,0,15.5,2.8
3,10,0,4,2,4,1,4,2,0,0,1,0,0,19,False,0,8,13.11625,0,8,13.11625,0,9.4,-0.8
3,4,0,4,2,0,1,2,4,0,0,0,0,0,19,False,0,5,0.0,0,6,0.0,1,10.8,1.4
3,10,0,4,2,4,4,4,1,0,0,1,0,0,20,False,0,7,12.7,0,8,13.57142857,0,13.9,-0.3
3,10,0,4,2,5,1,1,4,0,0,1,0,1,20,False,0,7,12.33333333,0,7,12.33333333,0,7.6,2.6
3,0,0,4,2,4,4,1,1,0,0,1,0,0,20,False,0,5,13.33333333,0,5,13.2,0,7.6,2.6
3,10,0,4,2,4,4,2,4,0,0,1,0,0,21,False,4,7,14.35555556,5,8,13.49375,0,15.5,2.8
3,1,0,3,2,4,1,4,4,0,1,1,0,1,19,False,0,6,13.0,0,6,13.0,0,15.5,2.8
3,8,0,4,2,4,1,4,4,0,0,1,0,1,19,False,0,6,12.83333333,0,6,13.5,0,16.2,0.3
3,0,0,4,2,4,1,4,4,0,0,1,0,1,21,False,0,5,13.2,0,5,13.0,0,9.4,-0.8
3,10,0,0,2,0,1,3,2,0,0,1,0,0,28,False,0,7,17.00555556,1,8,16.58222222,0,15.5,2.8
3,12,0,4,2,4,1,4,4,0,1,0,0,1,19,False,0,6,10.6,0,6,11.0,0,10.8,1.4
3,9,0,4,2,4,1,4,1,0,0,1,0,1,18,False,0,5,14.0,0,5,13.6,0,12.4,0.5
1,10,0,4,2,4,1,1,4,0,0,1,0,1,18,False,0,8,12.11428571,0,8,12.11428571,0,12.7,3.7
3,10,0,4,2,5,1,2,2,0,0,1,0,1,18,False,0,8,13.05875,0,8,13.05875,0,9.4,-0.8
3,10,0,4,2,4,0,4,2,0,0,1,0,0,22,False,4,8,13.28571429,4,8,13.28571429,0,12.7,3.7
3,10,0,4,2,5,4,4,1,0,0,1,0,1,18,False,0,7,14.07142857,0,8,15.1625,0,13.9,-0.3
3,13,0,4,2,4,1,1,1,0,0,0,0,0,20,False,0,6,0.0,0,6,0.0,1,15.5,2.8
3,2,0,3,2,4,1,1,1,0,0,0,0,0,26,False,4,9,11.25,3,10,11.0,1,12.4,0.5
3,4,0,4,2,4,1,4,4,0,0,1,0,1,18,False,0,6,14.0,0,6,13.625,0,10.8,1.4
3,13,0,4,2,4,1,2,4,0,0,1,0,1,21,False,0,6,12.16666667,0,6,11.66666667,1,10.8,1.4
3,10,0,4,2,4,1,2,2,0,0,1,0,0,18,False,0,8,13.29714286,0,8,13.29714286,0,10.8,1.4
3,14,0,4,2,5,4,2,1,0,0,1,0,0,20,False,0,6,13.92307692,0,6,14.25,0,15.5,2.8
3,10,0,4,2,4,4,1,1,0,0,1,0,0,18,False,0,7,13.37,0,8,12.83333333,0,15.5,2.8
3,0,0,4,2,4,4,3,3,0,0,1,0,0,20,False,0,5,15.0,0,5,13.75,1,7.6,2.6
3,5,0,4,2,5,4,4,1,0,1,1,0,1,18,False,0,6,13.33333333,0,6,12.57142857,0,12.7,3.7
3,12,1,4,2,5,1,3,3,0,0,1,0,0,22,False,0,6,13.4,0,6,12.2,0,7.6,2.6
3,9,1,4,2,5,1,1,2,0,0,1,0,0,21,False,1,5,11.5,1,5,11.4,0,8.9,1.4
3,10,0,4,2,5,4,2,2,0,0,1,0,0,18,False,0,8,13.48571429,0,8,13.48571429,0,12.7,3.7
3,4,0,4,2,4,4,2,1,1,0,1,0,1,18,False,0,6,12.0,0,6,11.28571429,0,8.9,1.4
3,2,0,4,2,4,1,4,2,0,0,1,0,0,19,False,0,0,0.0,0,0,0.0,1,15.5,2.8
3,10,0,4,2,4,1,2,2,0,0,1,0,0,19,False,0,8,13.25857143,0,8,13.25857143,0,10.8,1.4
3,13,0,4,2,4,1,4,2,0,0,0,0,0,19,False,0,6,11.66666667,0,6,10.0,1,10.8,1.4
3,13,0,4,2,4,1,4,2,0,0,1,0,1,21,False,0,6,13.57142857,0,6,12.5,0,8.9,1.4
3,8,0,4,3,4,1,4,2,0,0,1,0,1,20,True,0,6,11.8,0,6,11.83333333,0,15.5,2.8
3,9,0,4,2,5,4,2,4,0,0,1,0,1,20,False,0,5,14.2,0,5,13.28571429,0,11.1,0.6
3,9,1,4,2,4,1,4,4,0,0,1,0,0,41,False,0,5,11.0,0,5,11.8,0,7.6,2.6
3,10,0,4,2,4,4,4,1,0,0,1,0,0,18,False,0,8,14.65285714,0,8,14.65285714,0,10.8,1.4
0,12,1,4,2,4,1,2,2,0,0,1,0,1,35,False,0,6,11.33333333,0,6,11.33333333,0,15.5,2.8
3,10,0,4,2,4,1,4,4,0,1,0,0,0,32,False,0,7,13.7,0,7,0.0,1,16.2,0.3
3,12,1,0,2,5,1,1,4,0,0,1,0,0,37,False,7,11,13.72727273,4,8,14.75,0,12.4,0.5
2,9,0,0,2,0,1,4,4,0,0,1,0,0,30,False,4,7,11.75,3,8,11.14285714,1,12.7,3.7
3,8,0,4,2,5,4,3,3,0,0,1,1,0,23,False,0,6,12.33333333,0,6,13.0,0,7.6,2.6
3,8,0,4,2,0,4,3,2,0,0,1,0,1,20,False,0,6,14.0,0,6,13.85714286,1,15.5,2.8
3,0,0,4,2,5,1,1,2,0,0,1,1,0,21,False,0,5,11.5,0,5,11.75,0,9.4,-0.8
3,9,0,4,2,4,4,1,2,0,0,1,1,0,19,False,0,5,11.2,0,5,13.2,0,12.4,0.5
3,10,0,4,2,4,4,2,2,0,0,1,1,1,18,False,0,8,15.07,0,8,15.07,0,10.8,1.4
3,6,0,4,2,0,3,3,3,0,0,1,1,0,18,False,0,5,10.0,0,5,12.0,1,10.8,1.4
3,0,0,4,2,4,1,4,4,0,0,1,1,0,22,False,0,6,13.0,0,6,12.6,0,12.7,3.7
3,13,0,4,2,5,4,1,1,0,0,1,1,0,18,False,0,6,11.0,0,6,11.25,1,16.2,0.3
3,12,0,4,2,4,1,1,1,0,0,1,0,0,18,False,0,6,13.57142857,0,6,12.16666667,0,9.4,-0.8
3,4,0,4,3,0,4,4,2,0,0,1,1,0,21,True,0,6,14.6,0,6,14.2,0,16.2,0.3
0,10,0,4,2,4,1,4,4,0,1,1,0,0,38,False,0,7,11.83333333,0,7,10.0,1,16.2,0.3
3,11,0,4,2,4,1,4,4,0,0,1,0,1,19,False,0,7,12.625,0,8,12.5125,0,12.7,3.7
0,10,0,4,2,4,1,4,4,0,0,1,0,0,36,False,0,7,11.5,0,7,12.33333333,1,16.2,0.3
3,14,0,4,2,4,4,4,4,0,0,1,0,0,18,False,0,5,13.25,0,5,10.5,0,12.7,3.7
3,10,0,4,2,5,4,1,1,0,0,1,0,0,19,False,0,7,12.60625,0,8,11.9,0,12.4,0.5
3,14,0,3,2,5,1,4,4,0,1,0,0,0,21,False,7,10,13.75,4,9,13.2,1,8.9,1.4
3,12,0,4,2,5,4,4,4,0,0,1,0,1,18,False,0,6,11.14285714,0,6,12.28571429,0,16.2,0.3
3,9,0,4,2,4,1,4,2,0,0,1,0,0,20,False,0,5,10.0,0,5,11.0,1,7.6,2.6
3,13,0,4,2,5,4,1,2,0,1,1,0,0,18,False,0,6,11.66666667,0,6,11.5,0,13.9,-0.3
3,0,0,4,2,4,4,2,2,0,0,1,0,1,18,False,0,6,14.0,0,6,13.14285714,0,11.1,0.6
3,7,0,0,2,0,3,3,3,0,0,1,0,0,25,False,0,5,0.0,0,5,0.0,1,10.8,1.4
3,10,0,4,2,4,4,2,2,0,0,1,0,0,19,False,0,8,12.04142857,0,8,12.04142857,0,10.8,1.4
3,2,0,4,2,5,4,2,2,0,0,1,0,1,18,False,0,0,0.0,0,0,0.0,0,13.9,-0.3
3,13,0,0,2,4,4,2,1,0,0,1,0,0,39,False,12,13,13.76923077,9,12,14.58333333,0,13.9,-0.3
2,1,0,4,2,4,1,4,4,0,0,1,0,0,29,False,13,18,15.44444444,11,13,15.30769231,0,15.5,2.8
3,4,0,0,2,4,0,4,2,0,0,0,0,0,23,False,0,3,10.0,0,6,0.0,1,10.8,1.4
3,5,0,4,2,4,1,1,1,0,0,1,0,0,21,False,0,6,12.25,0,6,10.33333333,1,12.7,3.7
3,12,0,4,2,4,4,2,2,0,0,0,0,0,18,False,0,6,14.5,0,6,15.16666667,0,10.8,1.4
3,14,0,0,2,4,4,1,1,0,0,1,0,0,23,False,0,6,15.57142857,0,6,16.375,0,12.4,0.5
3,7,0,4,2,4,4,2,2,0,0,1,0,0,18,False,0,6,15.57142857,0,6,14.71428571,0,11.1,0.6
2,12,1,4,2,4,1,2,4,0,0,1,0,0,32,False,0,6,13.8,0,6,12.16666667,0,9.4,-0.8
2,9,0,4,2,5,1,4,2,0,1,0,0,0,29,False,0,5,10.66666667,0,5,14.8,1,10.8,1.4
3,12,0,4,2,4,1,4,1,0,1,1,0,1,20,False,0,6,11.6,0,6,11.75,0,8.9,1.4
3,12,0,4,2,0,3,3,3,0,0,0,0,0,28,False,0,6,13.0,0,6,0.0,1,9.4,-0.8
3,9,0,0,2,4,1,2,4,0,0,1,0,0,27,False,0,5,12.0,0,5,13.625,0,10.8,1.4
3,10,0,4,2,4,3,0,3,0,1,1,0,0,22,False,11,14,12.33333333,11,14,12.33333333,0,7.6,2.6
3,12,1,0,2,4,1,3,1,0,0,0,0,0,28,False,0,6,11.0,0,6,0.0,1,12.7,3.7
2,1,0,4,2,4,1,4,4,0,1,0,0,0,43,False,0,6,12.25,0,6,10.5,1,8.9,1.4
3,11,0,4,2,4,1,4,4,0,0,0,0,0,32,False,0,7,0.0,0,8,0.0,1,10.8,1.4
0,10,0,4,2,4,4,4,2,0,0,1,0,1,35,False,0,8,13.63,0,8,13.63,0,9.4,-0.8
3,0,0,4,2,4,1,3,3,0,0,1,0,0,21,False,0,5,13.0,0,5,11.5,0,7.6,2.6
3,10,0,4,2,0,1,2,2,0,0,1,0,1,18,False,0,7,16.9,0,8,16.37777778,0,16.2,0.3
3,12,0,4,2,5,4,1,4,0,0,1,0,0,18,False,0,6,12.0,0,6,12.0,0,16.2,0.3
3,12,1,3,2,5,1,2,1,0,0,1,0,0,22,False,3,6,12.5,2,6,13.28571429,0,12.4,0.5
3,10,0,4,2,4,4,2,2,0,0,1,0,0,19,False,0,8,12.76428571,0,8,12.76428571,0,10.8,1.4
3,9,0,4,2,5,1,4,2,0,0,1,0,1,18,False,0,5,13.75,0,5,12.16666667,0,13.9,-0.3
3,2,0,4,2,3,4,2,2,0,1,1,0,0,19,False,0,0,0.0,0,0,0.0,1,12.4,0.5
3,10,0,4,2,5,4,4,1,0,0,1,0,1,18,False,0,7,14.60428571,0,8,15.68333333,0,11.1,0.6
2,9,1,4,2,5,2,1,2,0,1,0,0,0,31,False,0,5,0.0,0,5,0.0,1,16.2,0.3
2,12,1,4,2,4,4,2,1,0,1,1,0,1,33,False,0,6,13.83333333,0,6,12.5,0,9.4,-0.8
3,10,0,4,2,5,1,2,2,0,0,1,0,1,19,False,0,8,13.57625,0,8,13.57625,0,9.4,-0.8
3,12,0,4,2,4,1,2,2,0,0,1,0,1,18,False,0,6,15.14285714,0,6,15.83333333,0,12.7,3.7
3,9,0,4,2,4,4,2,2,0,0,1,0,0,23,False,0,5,10.66666667,0,5,11.6,0,7.6,2.6
3,12,0,4,2,4,1,1,2,0,0,1,0,0,20,False,0,6,11.2,0,6,12.0,0,9.4,-0.8
3,10,0,4,2,4,1,2,4,0,0,1,0,0,18,False,0,8,13.76375,0,8,13.76375,0,9.4,-0.8
3,12,0,4,2,5,1,1,1,0,0,1,0,1,22,False,0,6,10.71428571,0,6,12.2,0,12.7,3.7
3,12,0,4,2,4,4,2,2,0,1,1,0,0,20,False,0,6,12.16666667,0,6,11.66666667,0,9.4,-0.8
3,10,0,0,2,5,1,2,2,0,0,1,0,0,23,False,1,7,14.35714286,1,7,14.35714286,0,7.6,2.6
3,8,0,4,2,0,4,2,1,0,0,1,0,0,19,False,0,6,12.83333333,0,6,12.66666667,0,16.2,0.3
3,10,0,4,2,4,1,2,2,0,0,1,0,0,19,False,0,8,13.92571429,0,8,13.92571429,0,10.8,1.4
3,9,1,4,2,5,1,2,2,0,0,1,0,0,26,False,0,5,12.0,0,5,11.0,1,10.8,1.4
3,10,0,4,2,4,1,2,2,0,0,1,0,0,18,False,0,7,13.44285714,0,8,13.74444444,0,16.2,0.3
3,6,0,4,2,4,1,2,2,0,0,1,1,0,18,False,0,5,16.0,0,5,0.0,1,9.4,-0.8
3,1,0,3,2,4,1,4,4,0,0,1,1,0,20,False,0,6,13.125,0,6,13.2,0,16.2,0.3
3,0,0,4,2,0,4,2,2,0,0,1,1,0,19,False,0,6,0.0,0,6,0.0,1,15.5,2.8
3,9,1,4,2,4,1,4,4,0,0,0,1,0,32,False,5,9,11.4,4,4,11.0,1,10.8,1.4
2,7,0,4,2,5,4,2,2,0,0,0,1,0,31,False,0,4,11.0,0,5,11.66666667,1,9.4,-0.8
3,14,0,3,2,5,0,4,2,0,0,1,0,0,21,False,2,6,13.66666667,2,6,13.0,0,16.2,0.3
2,9,1,4,2,4,1,2,4,0,0,0,0,0,31,False,2,6,11.75,0,5,10.0,1,12.7,3.7
2,5,0,4,2,4,1,1,1,0,0,1,0,0,34,False,0,7,10.0,0,7,13.0,1,16.2,0.3
3,12,0,4,2,5,4,4,4,0,0,1,0,1,18,False,0,6,13.5,0,6,12.83333333,0,11.1,0.6
3,12,0,4,2,5,4,4,4,0,1,1,0,0,19,False,0,6,0.0,0,6,0.0,1,12.4,0.5
3,5,0,4,2,4,1,1,2,0,0,0,0,0,18,False,0,6,13.0,0,6,11.8,1,9.4,-0.8
3,13,0,4,2,5,2,2,4,0,0,1,0,0,20,False,0,6,14.83333333,0,6,16.0,0,11.1,0.6
3,8,0,4,2,4,1,4,1,0,0,1,0,0,20,False,0,6,11.83333333,0,6,12.85714286,0,15.5,2.8
3,0,0,4,2,4,1,2,4,1,0,1,0,1,18,False,0,6,12.0,0,6,12.33333333,0,11.1,0.6
3,12,0,4,2,4,1,2,4,0,0,1,0,0,19,False,0,6,12.75,0,6,11.33333333,0,7.6,2.6
0,7,0,4,2,0,4,1,1,0,0,1,0,1,30,False,0,6,0.0,0,6,10.0,1,11.1,0.6
3,12,0,4,2,5,1,1,1,0,0,1,0,0,19,False,0,6,12.0,0,6,12.85714286,0,11.1,0.6
3,11,0,4,2,4,1,2,2,0,0,1,0,0,19,False,0,7,11.67777778,0,8,13.8,0,12.7,3.7
3,10,0,4,2,4,1,2,2,0,0,1,0,1,19,False,0,8,13.6,0,8,13.6,0,12.7,3.7
3,14,0,4,2,5,1,4,4,0,0,1,0,0,19,False,0,6,16.0,0,6,15.875,0,12.4,0.5
3,12,0,4,2,4,4,2,2,0,0,1,0,0,20,False,0,6,11.8,0,6,11.5,0,7.6,2.6
3,6,0,4,2,5,1,4,2,0,1,1,1,0,25,False,0,5,0.0,2,6,14.0,1,13.9,-0.3
3,8,0,4,2,5,4,4,4,0,0,1,1,0,19,False,0,6,0.0,0,6,0.0,1,12.4,0.5
2,5,0,4,2,4,4,2,2,0,1,1,0,1,34,False,0,6,16.14285714,0,6,16.2,0,9.4,-0.8
3,10,0,4,2,4,1,4,1,0,0,1,0,1,18,False,0,8,11.78571429,0,8,11.78571429,0,12.7,3.7
3,10,0,4,2,4,4,2,1,0,0,1,0,1,18,False,0,8,13.42375,0,8,13.42375,0,9.4,-0.8
3,0,0,4,2,4,1,4,2,0,0,1,0,0,20,False,0,6,12.5,0,6,14.16666667,0,11.1,0.6
3,10,0,4,2,5,1,4,2,0,0,1,0,1,20,False,0,8,12.46428571,0,8,12.46428571,0,10.8,1.4
3,0,0,4,2,4,1,1,1,0,0,1,0,0,28,False,0,6,10.0,0,6,0.0,1,10.8,1.4
3,9,0,4,2,5,1,4,4,0,0,1,0,0,19,False,0,5,12.6,0,5,12.4,0,16.2,0.3
2,9,0,4,2,4,1,4,4,0,0,1,0,0,34,False,0,5,10.0,0,5,12.0,1,7.6,2.6
2,5,0,4,2,4,1,2,4,0,0,1,0,0,35,False,0,7,0.0,0,6,0.0,1,8.9,1.4
3,9,1,0,2,4,1,4,2,0,0,1,0,0,32,False,0,5,11.6,0,5,12.33333333,0,12.4,0.5
3,13,0,4,2,5,4,2,2,0,0,1,0,0,19,False,0,6,12.16666667,0,6,13.5,0,11.1,0.6
3,0,0,4,2,4,4,4,2,0,0,1,0,0,18,False,0,6,13.6,0,6,12.66666667,0,11.1,0.6
2,9,0,4,2,4,1,4,4,0,0,0,0,0,35,False,0,5,12.5,0,5,11.8,1,9.4,-0.8
3,12,0,4,2,5,1,4,4,0,0,1,0,1,20,False,0,6,11.71428571,0,6,12.625,0,13.9,-0.3
3,8,0,4,2,5,4,2,4,0,0,1,1,1,18,True,0,6,13.5,0,6,13.0,0,16.2,0.3
3,10,0,4,2,4,4,2,4,0,0,1,1,1,20,False,0,8,13.02428571,0,8,13.02428571,0,10.8,1.4
3,13,0,4,2,4,4,2,2,0,0,0,1,0,18,False,0,6,0.0,0,6,0.0,1,9.4,-0.8
3,6,0,4,2,5,4,2,2,0,0,1,1,1,18,False,0,5,17.33333333,0,5,18.57142857,0,12.4,0.5
3,0,0,4,2,5,1,1,2,0,0,1,1,1,20,False,0,5,11.0,0,5,11.5,0,9.4,-0.8
3,5,0,4,2,5,1,2,2,0,0,1,1,0,19,False,0,7,13.66666667,0,7,12.5,1,12.4,0.5
3,12,0,4,2,5,4,4,4,0,0,1,1,0,19,False,0,6,12.83333333,0,6,11.83333333,0,10.8,1.4
3,8,0,4,2,1,1,3,3,0,0,1,1,0,20,False,0,6,12.6,0,6,11.5,0,7.6,2.6
3,10,0,4,2,5,4,4,2,0,0,1,1,0,22,False,0,7,14.33333333,0,8,13.77142857,0,11.1,0.6
3,10,0,4,2,4,1,4,4,0,0,1,1,0,19,False,0,8,14.28571429,0,8,14.28571429,0,12.7,3.7
3,1,0,3,2,4,4,4,2,0,0,1,1,0,22,False,2,6,11.75,0,6,10.0,1,13.9,-0.3
3,6,0,4,2,0,4,3,4,0,0,1,1,0,20,True,0,5,14.8,0,5,17.6,0,8.9,1.4
2,1,0,4,2,4,5,4,2,0,1,0,1,0,34,False,0,6,0.0,0,6,0.0,1,12.4,0.5
2,12,1,4,2,4,4,2,2,0,0,1,1,0,24,False,0,6,10.0,0,5,0.0,1,16.2,0.3
3,0,0,4,2,0,3,3,3,0,0,1,1,0,26,False,0,5,0.0,0,5,0.0,1,7.6,2.6
3,10,0,4,2,4,1,4,1,0,0,1,1,0,35,False,0,7,12.6,0,7,12.38,1,12.4,0.5
3,9,1,4,2,0,1,2,4,0,0,1,1,0,22,False,0,5,12.42857143,0,5,11.8,0,7.6,2.6
3,9,0,4,2,4,4,2,2,0,0,1,1,0,19,False,0,5,12.33333333,0,5,0.0,1,8.9,1.4
3,13,0,4,2,0,4,2,4,0,0,0,1,0,19,False,0,6,0.0,0,6,0.0,1,8.9,1.4
3,2,0,3,2,0,0,3,3,0,1,1,1,0,20,False,0,0,0.0,0,0,0.0,0,15.5,2.8
3,0,0,4,2,0,0,2,2,0,1,1,1,0,21,False,5,11,12.1,2,8,13.33333333,0,11.1,0.6
3,8,0,4,2,4,4,2,2,0,0,1,0,1,19,False,0,6,14.71428571,0,6,15.0,0,13.9,-0.3
3,8,0,4,2,5,4,4,4,0,0,1,0,0,18,False,0,6,12.66666667,0,6,12.83333333,0,12.7,3.7
3,1,0,3,2,4,1,4,4,0,0,1,0,1,23,False,7,12,14.38461538,5,10,13.3,0,8.9,1.4
3,9,0,4,2,5,1,1,2,0,0,1,0,1,18,False,0,5,13.4,0,5,12.2,0,12.7,3.7
3,10,0,4,2,4,1,1,2,0,0,1,0,0,18,False,0,8,13.31428571,0,8,13.31428571,0,12.7,3.7
3,10,0,4,2,4,1,4,4,0,0,1,0,0,19,False,0,8,11.98857143,0,8,11.98857143,0,10.8,1.4
3,9,0,3,2,4,4,2,2,0,0,1,0,0,21,False,6,11,11.54545455,3,9,12.88888889,0,8.9,1.4
3,14,0,4,2,4,1,4,1,0,0,1,0,1,18,False,0,6,16.46153846,0,6,13.875,0,15.5,2.8
3,8,0,4,2,4,1,4,1,0,0,1,0,1,24,False,0,6,13.66666667,0,6,12.83333333,0,10.8,1.4
3,10,0,4,2,0,2,3,2,0,0,1,0,0,18,False,0,7,12.65,0,8,13.41111111,1,16.2,0.3
3,10,0,4,2,5,1,4,2,0,0,1,0,0,20,False,0,7,14.37,0,8,14.65,0,12.4,0.5
3,8,0,4,2,0,1,3,4,0,0,0,0,1,18,False,0,6,12.0,0,6,10.66666667,1,7.6,2.6
3,13,0,4,2,4,4,1,2,0,0,1,0,1,19,False,0,6,12.0,0,6,11.0,1,10.8,1.4
3,5,0,4,2,4,1,2,4,0,0,1,0,0,19,False,0,6,12.6,0,6,11.2,0,10.8,1.4
3,12,0,0,2,4,1,4,2,0,1,1,0,0,18,False,0,6,12.16666667,0,6,12.33333333,0,10.8,1.4
3,10,0,4,2,4,1,4,4,0,0,1,0,1,18,False,0,8,13.76375,0,8,13.76375,0,9.4,-0.8
3,11,0,4,2,4,1,1,1,0,0,1,0,1,19,False,0,7,12.4,0,7,12.8,0,11.1,0.6
3,10,0,4,2,4,1,4,4,0,0,1,0,0,18,False,0,7,14.33333333,0,7,14.33333333,0,7.6,2.6
3,13,0,4,2,0,1,3,2,0,1,0,0,0,19,False,0,6,10.0,0,6,0.0,1,7.6,2.6
3,10,0,4,2,4,4,2,2,0,0,1,0,0,21,False,0,7,14.69625,0,8,14.62222222,0,12.4,0.5
3,11,0,4,2,5,1,4,2,0,0,1,0,1,18,False,0,7,12.85555556,0,8,13.9125,0,12.7,3.7
3,10,0,4,2,4,4,2,2,0,0,1,0,0,18,False,0,7,13.7,0,8,13.99444444,0,11.1,0.6
3,7,0,4,2,0,4,2,2,0,0,0,0,0,23,False,0,5,0.0,1,5,12.0,1,10.8,1.4
3,10,0,4,2,4,1,1,1,0,0,1,0,0,18,False,0,7,13.28571429,0,8,13.33333333,0,16.2,0.3
3,7,0,4,2,4,4,4,4,0,0,1,0,0,21,False,0,6,11.5,0,6,11.0,1,15.5,2.8
3,10,0,4,2,4,1,2,4,0,0,1,0,1,19,False,0,8,11.4,0,8,11.4,0,10.8,1.4
3,12,0,4,2,4,1,1,4,0,0,1,0,1,21,False,3,6,12.33333333,2,6,11.33333333,0,13.9,-0.3
3,8,0,4,2,5,4,4,4,0,0,1,0,0,18,False,0,6,12.8,0,6,12.2,0,10.8,1.4
3,14,0,4,2,5,1,2,2,0,0,1,0,1,20,False,0,5,12.0,0,5,15.0,0,12.7,3.7
3,5,0,4,2,4,1,4,2,0,0,1,0,1,18,False,0,6,13.0,0,6,13.5,0,9.4,-0.8
3,4,0,4,2,4,4,2,4,0,1,0,0,1,18,False,0,6,11.83333333,0,6,11.0,1,12.7,3.7
3,14,0,4,2,4,0,2,2,0,0,1,0,0,18,False,0,6,14.0,0,6,13.33333333,0,8.9,1.4
3,8,0,4,2,4,4,2,2,0,0,1,0,1,18,False,0,6,12.33333333,0,6,13.5,0,16.2,0.3
3,14,0,4,2,5,4,2,4,0,0,1,0,1,24,False,1,6,12.5,0,6,12.83333333,0,8.9,1.4
